,,,,,,,Daily Price Arrival Report-07-11-2025 to 07-02-2026 for Uttar Pradesh,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,2.00,Metric Tonnes,25-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,550.00,650.00,600.00,Rs./Quintal,10.00,Metric Tonnes,25-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,6.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,10.00,Metric Tonnes,24-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,5.00,Metric Tonnes,23-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,550.00,650.00,600.00,Rs./Quintal,25.00,Metric Tonnes,23-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,6.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,25.00,Metric Tonnes,22-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,4.00,Metric Tonnes,21-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,5.00,Metric Tonnes,20-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,6.00,Metric Tonnes,20-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,2.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,10.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,5.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,10.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,2.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,15.00,Metric Tonnes,15-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,2.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,2.50,Metric Tonnes,14-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,3.00,Metric Tonnes,14-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,15.00,Metric Tonnes,13-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,0.40,Metric Tonnes,13-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,15.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,1.50,Metric Tonnes,12-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,10.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,10.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,5.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,4.00,Metric Tonnes,09-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,15.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,500.00,600.00,550.00,Rs./Quintal,3.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,25.00,Metric Tonnes,07-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,500.00,600.00,550.00,Rs./Quintal,2.50,Metric Tonnes,07-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,10.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,500.00,600.00,550.00,Rs./Quintal,4.00,Metric Tonnes,06-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,2.00,Metric Tonnes,06-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,500.00,600.00,550.00,Rs./Quintal,2.50,Metric Tonnes,05-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,10.00,Metric Tonnes,05-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,20.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,700.00,700.00,700.00,Rs./Quintal,15.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,500.00,600.00,550.00,Rs./Quintal,5.00,Metric Tonnes,03-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,5.00,Metric Tonnes,03-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,2.50,Metric Tonnes,02-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Potato,Desi,FAQ,600.00,700.00,650.00,Rs./Quintal,2.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,120.00,Metric Tonnes,31-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,120.00,Metric Tonnes,30-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,800.00,700.00,Rs./Quintal,240.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,110.00,Metric Tonnes,29-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,800.00,700.00,Rs./Quintal,230.00,Metric Tonnes,28-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Potato,Local,500.00,700.00,600.00,Rs./Quintal,120.00,Metric Tonnes,28-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,FAQ,600.00,700.00,650.00,Rs./Quintal,230.00,Metric Tonnes,27-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,240.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,120.00,Metric Tonnes,25-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,FAQ,600.00,800.00,700.00,Rs./Quintal,240.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,120.00,Metric Tonnes,24-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,FAQ,600.00,800.00,700.00,Rs./Quintal,230.00,Metric Tonnes,23-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,"1,200.00",Metric Tonnes,23-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,600.00,800.00,700.00,Rs./Quintal,240.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,550.00,650.00,600.00,Rs./Quintal,120.00,Metric Tonnes,22-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,550.00,700.00,600.00,Rs./Quintal,110.00,Metric Tonnes,21-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,600.00,800.00,700.00,Rs./Quintal,220.00,Metric Tonnes,20-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,550.00,700.00,600.00,Rs./Quintal,110.00,Metric Tonnes,20-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,550.00,700.00,600.00,Rs./Quintal,120.00,Metric Tonnes,19-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,600.00,800.00,700.00,Rs./Quintal,220.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,700.00,700.00,Rs./Quintal,120.00,Metric Tonnes,18-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,FAQ,600.00,800.00,700.00,Rs./Quintal,220.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,700.00,700.00,Rs./Quintal,110.00,Metric Tonnes,17-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,800.00,700.00,Rs./Quintal,230.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,FAQ,600.00,800.00,700.00,Rs./Quintal,120.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,600.00,800.00,700.00,Rs./Quintal,220.00,Metric Tonnes,15-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,700.00,650.00,Rs./Quintal,140.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,700.00,900.00,800.00,Rs./Quintal,250.00,Metric Tonnes,14-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,700.00,700.00,Rs./Quintal,140.00,Metric Tonnes,14-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,FAQ,700.00,900.00,800.00,Rs./Quintal,220.00,Metric Tonnes,13-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,FAQ,600.00,700.00,700.00,Rs./Quintal,120.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,Local,700.00,900.00,800.00,Rs./Quintal,220.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,700.00,900.00,800.00,Rs./Quintal,120.00,Metric Tonnes,12-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,650.00,800.00,700.00,Rs./Quintal,240.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,F.A.Q.,FAQ,600.00,800.00,700.00,Rs./Quintal,140.00,Metric Tonnes,11-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,700.00,800.00,750.00,Rs./Quintal,260.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,600.00,700.00,700.00,Rs./Quintal,140.00,Metric Tonnes,10-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,800.00,700.00,Rs./Quintal,"2,400.00",Metric Tonnes,09-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,800.00,"1,000.00",900.00,Rs./Quintal,260.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,800.00,700.00,Rs./Quintal,150.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,700.00,900.00,800.00,Rs./Quintal,220.00,Metric Tonnes,07-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,220.00,Metric Tonnes,07-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,800.00,700.00,Rs./Quintal,160.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,220.00,Metric Tonnes,06-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Potato,Small,600.00,800.00,700.00,Rs./Quintal,160.00,Metric Tonnes,06-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,750.00,900.00,800.00,Rs./Quintal,260.00,Metric Tonnes,05-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,260.00,Metric Tonnes,05-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,600.00,700.00,650.00,Rs./Quintal,180.00,Metric Tonnes,05-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,250.00,Metric Tonnes,04-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,600.00,800.00,700.00,Rs./Quintal,200.00,Metric Tonnes,04-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,700.00,900.00,800.00,Rs./Quintal,260.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,260.00,Metric Tonnes,03-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Potato,FAQ,800.00,"1,000.00",900.00,Rs./Quintal,300.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,800.00,700.00,Rs./Quintal,160.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,FAQ,800.00,"1,000.00",900.00,Rs./Quintal,250.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,500.00,700.00,600.00,Rs./Quintal,300.00,Metric Tonnes,01-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Potato,Local,Local,600.00,800.00,700.00,Rs./Quintal,200.00,Metric Tonnes,01-01-2026
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,750.00,860.00,810.00,Rs./Quintal,300.00,Metric Tonnes,31-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,750.00,860.00,800.00,Rs./Quintal,320.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,700.00,850.00,780.00,Rs./Quintal,300.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,000.00","1,100.00","1,050.00",Rs./Quintal,350.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,740.00,850.00,800.00,Rs./Quintal,300.00,Metric Tonnes,28-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,000.00","1,100.00","1,060.00",Rs./Quintal,350.00,Metric Tonnes,28-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,000.00","1,100.00","1,050.00",Rs./Quintal,350.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,740.00,860.00,800.00,Rs./Quintal,350.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,200.00","1,300.00","1,250.00",Rs./Quintal,300.00,Metric Tonnes,26-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,700.00,850.00,780.00,Rs./Quintal,400.00,Metric Tonnes,25-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,700.00,810.00,760.00,Rs./Quintal,400.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,200.00","1,300.00","1,240.00",Rs./Quintal,320.00,Metric Tonnes,24-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,700.00,810.00,750.00,Rs./Quintal,420.00,Metric Tonnes,23-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,200.00","1,300.00","1,250.00",Rs./Quintal,300.00,Metric Tonnes,23-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,700.00,820.00,760.00,Rs./Quintal,400.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,200.00","1,300.00","1,260.00",Rs./Quintal,300.00,Metric Tonnes,22-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,730.00,820.00,780.00,Rs./Quintal,400.00,Metric Tonnes,21-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,180.00","1,300.00","1,250.00",Rs./Quintal,350.00,Metric Tonnes,21-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,740.00,820.00,770.00,Rs./Quintal,400.00,Metric Tonnes,20-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,180.00","1,300.00","1,260.00",Rs./Quintal,320.00,Metric Tonnes,20-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,740.00,860.00,810.00,Rs./Quintal,380.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,200.00","1,300.00","1,250.00",Rs./Quintal,310.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,740.00,860.00,800.00,Rs./Quintal,400.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,170.00","1,300.00","1,220.00",Rs./Quintal,320.00,Metric Tonnes,18-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,740.00,850.00,790.00,Rs./Quintal,400.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,140.00","1,260.00","1,200.00",Rs./Quintal,300.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,730.00,840.00,800.00,Rs./Quintal,400.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,140.00","1,250.00","1,200.00",Rs./Quintal,300.00,Metric Tonnes,16-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,800.00,900.00,850.00,Rs./Quintal,350.00,Metric Tonnes,15-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,170.00","1,280.00","1,230.00",Rs./Quintal,300.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,780.00,900.00,840.00,Rs./Quintal,400.00,Metric Tonnes,14-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,180.00","1,320.00","1,250.00",Rs./Quintal,350.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,220.00","1,320.00","1,270.00",Rs./Quintal,350.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,750.00,900.00,830.00,Rs./Quintal,410.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,200.00","1,320.00","1,280.00",Rs./Quintal,350.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,780.00,920.00,840.00,Rs./Quintal,400.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,250.00","1,400.00","1,320.00",Rs./Quintal,320.00,Metric Tonnes,11-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,760.00,880.00,820.00,Rs./Quintal,400.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,750.00,880.00,830.00,Rs./Quintal,400.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,F.A.Q.,Medium,"1,320.00","1,320.00","1,320.00",Rs./Quintal,300.00,Metric Tonnes,09-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,800.00,900.00,850.00,Rs./Quintal,380.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,"1,330.00","1,330.00","1,330.00",Rs./Quintal,300.00,Metric Tonnes,08-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,780.00,900.00,860.00,Rs./Quintal,400.00,Metric Tonnes,07-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,640.00,740.00,700.00,Rs./Quintal,350.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,840.00,960.00,900.00,Rs./Quintal,400.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,350.00,800.00,710.00,Rs./Quintal,350.00,Metric Tonnes,06-01-2026
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,750.00,880.00,820.00,Rs./Quintal,400.00,Metric Tonnes,05-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,660.00,780.00,720.00,Rs./Quintal,350.00,Metric Tonnes,05-01-2026
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,800.00,920.00,860.00,Rs./Quintal,400.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,740.00,Rs./Quintal,320.00,Metric Tonnes,04-01-2026
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,750.00,840.00,800.00,Rs./Quintal,450.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,800.00,940.00,880.00,Rs./Quintal,400.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,760.00,Rs./Quintal,320.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,840.00,940.00,900.00,Rs./Quintal,400.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Vegetables,Potato,Desi,FAQ,700.00,830.00,770.00,Rs./Quintal,350.00,Metric Tonnes,01-01-2026
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,800.00,900.00,850.00,Rs./Quintal,5.00,Metric Tonnes,31-12-2025
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,500.00,600.00,550.00,Rs./Quintal,7.00,Metric Tonnes,31-01-2026
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,800.00,900.00,850.00,Rs./Quintal,3.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,"1,100.00","1,200.00","1,150.00",Rs./Quintal,10.00,Metric Tonnes,30-11-2025
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,500.00,600.00,550.00,Rs./Quintal,5.00,Metric Tonnes,30-01-2026
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,800.00,900.00,850.00,Rs./Quintal,7.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,800.00,900.00,850.00,Rs./Quintal,5.00,Metric Tonnes,28-12-2025
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,"1,100.00","1,200.00","1,150.00",Rs./Quintal,6.00,Metric Tonnes,28-11-2025
Uttar Pradesh,Aligarh,Atrauli APMC,Vegetables,Potato,Potato,FAQ,500.00,600.00,550.00,Rs./Quintal,20.00,Metric Tonnes,28-01-2026
